Compagnie,Année,Mois,Type,Nombre_De_Vols
Tassili Airlines,2024,6,Arrivée,9
Tassili Airlines,2024,6,Départ,9
Tassili Airlines,2024,7,Arrivée,8
Tassili Airlines,2024,7,Départ,8
Tassili Airlines,2024,8,Arrivée,11
Tassili Airlines,2024,8,Départ,10
Tassili Airlines,2024,9,Arrivée,10
Tassili Airlines,2024,9,Départ,10
Tassili Airlines,2024,10,Arrivée,8
Tassili Airlines,2024,10,Départ,8
Tassili Airlines,2024,11,Arrivée,9
Tassili Airlines,2024,11,Départ,9
Tassili Airlines,2024,12,Arrivée,9
Tassili Airlines,2024,12,Départ,9
Trade Air,2024,2,Arrivée,2
Trade Air,2024,2,Départ,2
Trade Air,2024,4,Arrivée,3
Trade Air,2024,4,Départ,3
Trade Air,2024,5,Arrivée,5
Trade Air,2024,5,Départ,5
Trade Air,2024,6,Arrivée,7
Trade Air,2024,6,Départ,8
Trade Air,2024,7,Arrivée,3
Trade Air,2024,7,Départ,4
Trade Air,2024,8,Arrivée,3
Trade Air,2024,8,Départ,3
Trade Air,2024,9,Arrivée,5
Trade Air,2024,9,Départ,5
Trade Air,2024,10,Arrivée,3
Trade Air,2024,10,Départ,3
Transavia,2024,2,Arrivée,228
Transavia,2024,2,Départ,228
Transavia,2024,3,Arrivée,251
Transavia,2024,3,Départ,251
Transavia,2024,4,Arrivée,279
Transavia,2024,4,Départ,278
Transavia,2024,5,Arrivée,383
Transavia,2024,5,Départ,387
Transavia,2024,6,Arrivée,361
Transavia,2024,6,Départ,363
Transavia,2024,7,Arrivée,401
Transavia,2024,7,Départ,399
Transavia,2024,8,Arrivée,413
Transavia,2024,8,Départ,412
Transavia,2024,9,Arrivée,358
Transavia,2024,9,Départ,359
Transavia,2024,10,Arrivée,347
Transavia,2024,10,Départ,351
Transavia,2024,11,Arrivée,193
Transavia,2024,11,Départ,190
Transavia,2024,12,Arrivée,206
Transavia,2024,12,Départ,202
Transavia France,2024,2,Arrivée,3
Transavia France,2024,2,Départ,2
Transavia France,2024,3,Arrivée,2
Transavia France,2024,3,Départ,1
Transavia France,2024,4,Arrivée,8
Transavia France,2024,4,Départ,8
Transavia France,2024,5,Arrivée,2
Transavia France,2024,5,Départ,2
Transavia France,2024,6,Arrivée,8
Transavia France,2024,6,Départ,5
Transavia France,2024,7,Arrivée,7
Transavia France,2024,7,Départ,5
Transavia France,2024,8,Arrivée,3
Transavia France,2024,8,Départ,2
Transavia France,2024,9,Arrivée,5
Transavia France,2024,9,Départ,3
Transavia France,2024,10,Arrivée,4
Transavia France,2024,10,Départ,2
Transavia France,2024,11,Arrivée,12
Transavia France,2024,11,Départ,9
Transavia France,2024,12,Arrivée,1
Transavia France,2024,12,Départ,1
Tunisair,2024,6,Arrivée,4
Tunisair,2024,6,Départ,6
Tunisair,2024,7,Arrivée,5
Tunisair,2024,7,Départ,7
Tunisair,2024,8,Arrivée,4
Tunisair,2024,8,Départ,4
Tunisair,2024,9,Arrivée,5
Tunisair,2024,9,Départ,5
Unicair,2024,10,Arrivée,1
Unicair,2024,10,Départ,1
Valair,2024,7,Arrivée,1
Valair,2024,7,Départ,1
Vietnam Airlines,2024,2,Arrivée,50
Vietnam Airlines,2024,2,Départ,58
Vietnam Airlines,2024,3,Arrivée,54
Vietnam Airlines,2024,3,Départ,63
Vietnam Airlines,2024,4,Arrivée,54
Vietnam Airlines,2024,4,Départ,46
Vietnam Airlines,2024,5,Arrivée,55
Vietnam Airlines,2024,5,Départ,31
Vietnam Airlines,2024,6,Arrivée,54
Vietnam Airlines,2024,6,Départ,30
Vietnam Airlines,2024,7,Arrivée,62
Vietnam Airlines,2024,7,Départ,31
Vietnam Airlines,2024,8,Arrivée,62
Vietnam Airlines,2024,8,Départ,31
Vietnam Airlines,2024,9,Arrivée,52
Vietnam Airlines,2024,9,Départ,30
Vietnam Airlines,2024,10,Arrivée,51
Vietnam Airlines,2024,10,Départ,32
Vietnam Airlines,2024,11,Arrivée,51
Vietnam Airlines,2024,11,Départ,60
Vietnam Airlines,2024,12,Arrivée,54
Vietnam Airlines,2024,12,Départ,62
Vistajet,2024,3,Arrivée,1
Vistajet,2024,4,Arrivée,1
Vistajet,2024,4,Départ,2
Vistajet,2024,6,Départ,2
Vistajet,2024,7,Arrivée,1
Vistajet,2024,7,Départ,1
Vistajet,2024,8,Arrivée,1
Vistajet,2024,8,Départ,1
Vistajet,2024,10,Arrivée,1
Vistajet,2024,10,Départ,1
Vistajet,2024,11,Arrivée,1
Vistajet,2024,11,Départ,1
Vistajet,2024,12,Arrivée,1
Vistajet,2024,12,Départ,1
Volotea,2024,2,Arrivée,179
Volotea,2024,2,Départ,176
Volotea,2024,3,Arrivée,243
Volotea,2024,3,Départ,244
Volotea,2024,4,Arrivée,474
Volotea,2024,4,Départ,472
Volotea,2024,5,Arrivée,775
Volotea,2024,5,Départ,764
Volotea,2024,6,Arrivée,701
Volotea,2024,6,Départ,699
Volotea,2024,7,Arrivée,687
Volotea,2024,7,Départ,686
Volotea,2024,8,Arrivée,686
Volotea,2024,8,Départ,683
Volotea,2024,9,Arrivée,701
Volotea,2024,9,Départ,698
Volotea,2024,10,Arrivée,772
Volotea,2024,10,Départ,764
Volotea,2024,11,Arrivée,384
Volotea,2024,11,Départ,382
Volotea,2024,12,Arrivée,442
Volotea,2024,12,Départ,440
Vueling,2024,2,Arrivée,105
Vueling,2024,2,Départ,105
Vueling,2024,3,Arrivée,117
Vueling,2024,3,Départ,116
Vueling,2024,4,Arrivée,147
Vueling,2024,4,Départ,147
Vueling,2024,5,Arrivée,151
Vueling,2024,5,Départ,151
Vueling,2024,6,Arrivée,139
Vueling,2024,6,Départ,140
Vueling,2024,7,Arrivée,150
Vueling,2024,7,Départ,149
Vueling,2024,8,Arrivée,151
Vueling,2024,8,Départ,152
Vueling,2024,9,Arrivée,135
Vueling,2024,9,Départ,134
Vueling,2024,10,Arrivée,142
Vueling,2024,10,Départ,143
Vueling,2024,11,Arrivée,113
Vueling,2024,11,Départ,113
Vueling,2024,12,Arrivée,117
Vueling,2024,12,Départ,117
Westjet,2024,2,Arrivée,51
Westjet,2024,2,Départ,49
Westjet,2024,3,Arrivée,55
Westjet,2024,3,Départ,51
Westjet,2024,4,Arrivée,46
Westjet,2024,4,Départ,58
Westjet,2024,5,Arrivée,72
Westjet,2024,5,Départ,90
Westjet,2024,6,Arrivée,92
Westjet,2024,6,Départ,110
Westjet,2024,7,Arrivée,91
Westjet,2024,7,Départ,104
Westjet,2024,8,Arrivée,95
Westjet,2024,8,Départ,102
Westjet,2024,9,Arrivée,92
Westjet,2024,9,Départ,115
Westjet,2024,10,Arrivée,87
Westjet,2024,10,Départ,95
Westjet,2024,11,Arrivée,59
Westjet,2024,11,Départ,98
Westjet,2024,12,Arrivée,80
Westjet,2024,12,Départ,106
Wideroe,2024,6,Arrivée,1
Wideroe,2024,6,Départ,2
Wind Rose Aviation Company,2024,6,Arrivée,3
Wind Rose Aviation Company,2024,6,Départ,3
Wind Rose Aviation Company,2024,7,Arrivée,5
Wind Rose Aviation Company,2024,7,Départ,5
Wind Rose Aviation Company,2024,8,Arrivée,2
Wind Rose Aviation Company,2024,8,Départ,2
Wind Rose Aviation Company,2024,10,Arrivée,2
Wind Rose Aviation Company,2024,10,Départ,2
Zeusch Aviation,2024,4,Arrivée,1
Zeusch Aviation,2024,4,Départ,1
Zeusch Aviation,2024,7,Arrivée,1
Zeusch Aviation,2024,7,Départ,1
Zeusch Aviation,2024,12,Arrivée,3
Zeusch Aviation,2024,12,Départ,3
Zimex Aviation,2024,3,Arrivée,1
Zimex Aviation,2024,3,Départ,1
Zimex Aviation,2024,8,Arrivée,4
Zimex Aviation,2024,8,Départ,3
Zimex Aviation,2024,9,Départ,1
